L,R,F,M,C
2.113965,-0.746699,-0.139636,-0.166215,0.161636
0.197462,-0.845856,0.143842,0.056420,-0.867734
-0.171686,0.465220,-0.564852,-0.151062,0.069799
-0.684720,0.189783,0.002103,0.078745,-0.942939
-0.164610,-0.680595,0.143842,-0.037489,-0.505253
-0.433510,-0.867891,0.214711,-0.132489,-0.037733
-0.608059,-0.498807,-0.706591,-0.102232,-0.200439
-0.149278,-0.675086,-0.706591,-0.102232,-0.200439
-0.875780,0.718621,0.143842,0.384220,-1.692631
-1.091608,-0.922978,-0.493983,-0.152535,0.077229
-0.747227,-0.906452,0.356450,0.054330,-0.861514
1.315520,-0.730173,0.002103,-0.168162,0.171850
-0.729536,0.189783,-0.068767,-0.113632,-0.141971
-0.480686,-0.487789,-0.068767,-0.074159,-0.340308
-0.697693,-0.945013,-0.210505,-0.290571,1.108249
0.916888,-0.845856,-0.068767,-0.118334,-0.117046
2.036126,1.434755,0.002103,-0.203407,0.402868
-0.371003,-0.812804,0.002103,-0.137572,-0.011272
0.817819,-0.669577,-0.210505,0.003077,-0.674156
-0.981925,-0.350071,-0.139636,-0.323584,1.438691
-0.177583,-0.752208,-0.210505,-0.302256,1.219805
-0.559705,-0.763225,-0.564852,-0.260170,0.836219
-0.396949,-0.344563,0.002103,-0.045326,-0.473847
0.291813,-0.895435,-0.068767,-0.113964,-0.141912
-0.639903,-0.862382,0.002103,-0.142797,0.017549
0.139672,0.013504,-0.210505,-0.213288,0.470960
-0.472430,-0.884417,0.143842,0.104870,-1.029214
-0.560884,-0.834839,0.569058,-0.129544,-0.058109
0.798949,0.773708,-0.281375,-0.157095,0.100807
2.243698,-0.895435,2.482531,-0.411934,2.584159
0.248175,-0.366597,-0.139636,-0.171012,0.185970
-0.977208,0.575394,-0.068767,-0.306768,1.261069
-0.349774,0.244871,-0.281375,-0.111162,-0.158662
1.453509,-0.939504,-0.210505,-0.179610,0.239792
-1.262619,-0.945013,-0.139636,-0.123227,-0.094282
2.113965,-0.300493,-0.068767,-0.176475,0.219354
-0.921776,-0.889926,-0.423114,-0.180892,0.247501
-0.257782,1.313563,0.356450,0.091333,-0.988670
0.077164,0.768199,-0.281375,-0.133677,-0.037119
0.452209,1.071179,0.214711,-0.069266,-0.367798
-0.129228,-0.829330,0.285580,-0.161512,0.125034
-0.885215,-0.878909,-0.139636,-0.113489,-0.147700
-0.919418,1.820365,-0.564852,-0.282733,1.029142
1.462944,-0.895435,-0.493983,-0.147737,0.042775
-0.386335,-0.085653,-0.068767,0.005927,-0.688978
2.093916,0.806760,-0.210505,-0.232383,0.607934
-0.330904,-0.741190,0.285580,0.027112,-0.769391
-0.297881,-0.256423,0.143842,-0.199702,0.371272
1.044261,-0.768734,-0.564852,-0.463805,3.515650
0.158542,-0.768734,0.285580,-0.138759,-0.009857
-1.115196,0.112661,-0.068767,-0.149305,0.051029
2.079763,-0.845856,-0.281375,-0.242785,0.688322
-0.284908,-0.559403,0.002103,-0.147880,0.042577
0.436877,-0.421685,0.002103,-0.079146,-0.322327
-0.079694,-0.801786,-0.493983,-0.367759,1.948912
-0.288446,-0.922978,0.072972,0.107815,-1.041759
-1.130528,-0.933996,-0.139636,-0.144934,0.025064
-0.838040,0.250379,0.072972,-0.064279,-0.392665
-0.978387,-0.317019,-0.281375,-0.100047,-0.219260
-1.295642,-0.757717,-0.210505,-0.045469,-0.478321
-0.755483,-0.372106,0.285580,0.003647,-0.681953
-0.757842,-0.344563,-0.423114,-0.300403,1.192474
-1.182421,-0.917470,-0.068767,-0.069266,-0.370810
1.609188,0.961005,-0.068767,0.137693,-1.131980
-1.155295,-0.862382,0.285580,-0.119237,-0.120353
1.641031,1.093214,-0.068767,-0.255040,0.784259
0.138492,-0.713647,-0.423114,-0.129877,-0.062856
-0.812093,-0.217862,-0.210505,-0.200130,0.370079
-0.290804,-0.862382,-0.139636,0.052810,-0.864480
-0.967772,0.184275,-0.281375,-0.150160,0.052394
-0.613956,-0.686103,-0.281375,-0.261025,0.832906
0.948731,0.602938,-0.493983,-0.003098,-0.657374
-0.163431,-0.763225,-0.352244,-0.068174,-0.378306
1.460585,-0.625507,0.072972,-0.153675,0.072038
-1.292104,-0.278458,0.214711,-0.279741,0.994666
1.538424,-0.867891,0.002103,-0.111494,-0.163997
-1.039715,0.178766,-0.139636,-0.125887,-0.086828
-0.859269,-0.636525,0.072972,-0.180797,0.239464
1.800248,-0.586946,-0.139636,-0.188445,0.289383
1.950030,1.115249,-0.068767,0.103968,-1.033513
-0.829784,0.316484,-0.068767,-0.055111,-0.438954
0.469900,-0.025057,0.072972,-0.147357,0.034108
0.520614,-0.603472,-0.068767,0.003077,-0.683069
0.145569,-0.107687,-0.139636,-0.136527,-0.028221
-0.832143,-0.559403,0.072972,-0.086509,-0.291895
-0.584472,-0.945013,0.072972,-0.238748,0.649366
1.394539,-0.724664,-0.352244,-0.311091,1.292948
-1.071558,-0.812804,-0.210505,-0.234473,0.616218
-0.934750,-0.790769,-0.068767,-0.067414,-0.383521
-1.024383,-0.746699,-0.139636,-0.185167,0.266431
-0.479506,1.197880,-0.281375,-0.137857,-0.021679
-0.299060,-0.823821,0.285580,-0.141752,0.000060
-1.310974,-0.719156,-0.068767,0.009442,-0.709189
-0.921776,0.602938,-0.210505,-0.186972,0.276196
0.192744,-0.427193,0.285580,-0.055539,-0.440065
-0.808555,-0.041583,0.143842,-0.122419,-0.109462
0.294171,-0.757717,-0.139636,-0.123132,-0.106083
-0.598624,1.655103,-0.493983,-0.419962,2.691945
-0.908803,2.481412,-0.493983,-0.071071,-0.369197
-0.733074,1.754260,0.072972,-0.016256,-0.609418
-1.000795,-0.597964,-0.210505,-0.214950,0.467058
-1.244928,0.151222,-0.281375,-0.249910,0.733552
2.046740,-0.779752,-0.423114,-0.129734,-0.070766
-0.196454,-0.774243,0.498188,-0.258080,0.800150
-1.155295,0.707603,-0.352244,-0.138949,-0.019382
-0.418178,-0.862382,-0.210505,-0.133249,-0.051565
-1.012589,-0.311510,0.002103,-0.269671,0.898107
-1.136425,-0.631016,-0.139636,-0.169160,0.159744
1.186967,-0.306001,-0.352244,-0.257035,0.790808
-0.373362,2.261063,-0.281375,-0.297031,1.147651
-0.990181,-0.851365,0.072972,0.038845,-0.821202
-1.108119,-0.933996,0.214711,-0.097434,-0.242205
-0.799120,-0.933996,-0.068767,-0.181272,0.236112
-1.086890,-0.465754,-0.139636,-0.090737,-0.276105
-1.152936,-0.498807,0.143842,-0.159090,0.097411
0.767105,-0.261932,-0.210505,0.206189,-1.322750
1.405154,-0.531859,0.214711,0.109193,-1.054294
-0.517247,-0.840347,0.002103,-0.053829,-0.450387
-0.385155,0.107153,-0.068767,-0.087269,-0.293424
-1.259081,-0.851365,-0.068767,-0.252428,0.751731
-1.188318,-0.746699,-0.139636,-0.270336,0.902553
-0.045492,-0.895435,0.002103,0.037562,-0.817497
1.139792,-0.741190,-0.281375,-0.030743,-0.551563
0.026451,0.663534,-0.068767,-0.115199,-0.151557
0.727006,-0.812804,-0.281375,-0.482140,3.889783
0.994727,0.492763,0.002103,-0.092067,-0.270403
1.564371,-0.719156,0.143842,-0.168827,0.155966
0.238740,2.586077,-0.564852,-0.209013,0.421108
-0.084412,1.308054,-0.210505,-0.046799,-0.483026
-1.128169,-0.388632,-0.352244,-0.158757,0.093273
0.488770,-0.421685,-0.210505,-0.181747,0.236171
0.067729,-0.234388,-0.493983,-0.308003,1.250674
-1.243749,-0.719156,-0.210505,-0.146787,0.021327
-0.335621,-0.878909,0.072972,0.185953,-1.273386
-1.109299,-0.878909,-0.493983,-0.132917,-0.058643
-0.687078,0.371571,-0.281375,-0.293943,1.111801
-1.017307,-0.454737,0.072972,-0.126979,-0.091681
-0.321468,0.074100,-0.423114,-0.059386,-0.429160
-0.483044,-0.531859,0.143842,0.048582,-0.859759
2.046740,0.944478,-0.423114,-0.129592,-0.077754
0.073626,-0.619999,0.356450,-0.098859,-0.240156
1.498325,-0.746699,-0.068767,-0.048651,-0.477820
-0.961875,-0.752208,-0.281375,-0.211245,0.432738
1.144509,1.236441,0.002103,-0.118097,-0.140573
-1.148219,-0.878909,-0.139636,-0.194002,0.313560
-0.738971,1.219914,-0.210505,-0.074586,-0.359579
-0.655235,-0.223371,0.002103,-0.039151,-0.520281
-1.257902,-0.691612,-0.068767,-0.186592,0.263618
-1.255543,-0.834839,0.639927,0.060647,-0.902532
-1.239031,0.200801,-0.352244,-0.127264,-0.091917
0.572507,-0.278458,-0.281375,-0.207540,0.405162
-0.743689,-0.945013,0.498188,0.090193,-0.999837
0.619682,-0.757717,0.072972,0.090763,-1.001898
-0.865166,-0.895435,-0.139636,-0.062141,-0.419127
-0.174045,-0.939504,0.285580,-0.207730,0.405499
0.269404,-0.410667,0.002103,-0.109974,-0.185420
-1.240211,-0.906452,-0.281375,-0.123654,-0.112944
1.774302,-0.542876,0.143842,0.038180,-0.825546
-1.158833,-0.845856,0.214711,-0.246490,0.694170
-0.759021,0.470728,-0.423114,-0.484325,3.924486
-1.148219,0.575394,-0.564852,-0.031598,-0.554977
-0.421716,-0.840347,-0.139636,-0.241978,0.657699
-0.829784,1.561455,-0.139636,-0.220508,0.494689
0.985292,-0.900943,0.002103,-0.006138,-0.659843
-1.234314,0.663534,-0.493983,-0.118524,-0.142598
-0.884036,-0.542876,0.002103,-0.257178,0.778904
-0.020725,-0.774243,0.285580,0.307317,-1.559956
1.032467,-0.080144,0.002103,0.123538,-1.105053
-0.419358,-0.339054,0.427319,-0.302113,1.182211
-0.464174,-0.306001,-0.068767,-0.165882,0.127505
-0.359209,-0.917470,0.285580,-0.092352,-0.278287
-1.059765,-0.537368,-0.564852,-0.168542,0.142715
-1.023204,1.902996,-0.493983,-0.195000,0.313013
-1.121093,1.616542,-0.635722,-0.446087,3.123484
-0.730716,-0.173792,0.214711,0.247371,-1.429809
0.811922,-0.548385,-0.281375,-0.075251,-0.362581
0.413289,-0.922978,0.214711,0.150946,-1.185014
1.248295,-0.234388,0.072972,-0.190155,0.280281
1.508940,0.255888,-0.352244,-0.374266,1.997382
-0.214144,-0.388632,0.072972,-0.164695,0.117723
1.737741,1.330089,-0.493983,-0.370751,1.950315
-0.670567,1.577981,-0.068767,-0.193575,0.301995
0.964063,0.206310,-0.423114,-0.427324,2.787680
0.685728,1.528403,-0.281375,0.043927,-0.850379
1.888702,-0.713647,0.498188,0.252264,-1.442079
-0.070259,-0.261932,0.214711,0.070290,-0.940737
-1.092787,-0.427193,0.143842,-0.211720,0.426335
-0.784967,0.663534,0.143842,0.032052,-0.808395
1.543142,-0.069126,-0.139636,-0.321114,1.368889
-0.580934,-0.719156,-0.139636,-0.225258,0.522289
-0.670567,-0.559403,-0.352244,0.006402,-0.714095
0.222229,-0.906452,0.498188,0.360707,-1.668814
-1.220161,-0.945013,-0.139636,-0.144174,-0.006815
-0.678823,-0.614490,0.356450,-0.172057,0.160012
-0.177583,0.410132,-0.423114,-0.050646,-0.478983
1.591497,-0.575929,0.285580,-0.071594,-0.383641
0.328374,-0.608981,0.072972,-0.043379,-0.511114
0.583121,1.792822,-0.706591,-0.175192,0.178623
-0.892292,0.222836,-0.493983,-0.146217,0.003589
-0.289625,-0.790769,0.002103,0.027920,-0.796308
1.135074,-0.520842,-0.139636,-0.183315,0.228856
0.211614,-0.394141,-0.068767,-0.031171,-0.565315
1.994847,0.118170,0.427319,-0.032881,-0.558222
-0.187018,-0.840347,0.427319,-0.035399,-0.547701
0.484053,1.429246,-0.423114,-0.196282,0.313898
-1.248466,-0.283967,-0.210505,0.092378,-1.016646
0.668037,-0.741190,0.072972,-0.287293,1.029195
0.844945,-0.487789,0.427319,-0.038391,-0.536013
0.249355,-0.939504,-0.281375,-0.051454,-0.479063
0.807205,-0.917470,0.002103,-0.152012,0.034048
1.000624,-0.140740,0.143842,-0.145124,-0.006029
-0.871063,0.096135,0.002103,-0.137999,-0.046599
0.303606,-0.300493,-0.139636,-0.040434,-0.527535
0.520614,-0.206844,-0.281375,-0.202837,0.356673
-1.266157,-0.911961,-0.210505,-0.027846,-0.581187
0.476976,-0.812804,-0.352244,-0.274848,0.916237
-1.076276,-0.867891,0.002103,0.081785,-0.983818
0.873250,-0.157266,0.214711,0.193221,-1.304211
1.122101,-0.939504,0.852535,-0.108074,-0.208908
1.724767,-0.608981,0.072972,-0.246585,0.678873
-1.009051,-0.438211,-0.139636,-0.169492,0.138011
-0.540834,0.327502,-0.281375,-0.186592,0.246591
-0.851013,0.272414,-0.210505,-0.269813,0.870724
-0.832143,-0.702629,-0.352244,-0.134627,-0.067241
-0.930032,-0.025057,0.143842,-0.011886,-0.648504
-0.717742,-0.878909,-0.281375,-0.347666,1.651333
-1.031459,-0.719156,0.143842,-0.158092,0.066740
1.302547,-0.581438,0.498188,-0.270003,0.870358
0.802487,-0.366597,0.143842,-0.068649,-0.404255
0.400316,-0.008530,-0.281375,-0.071024,-0.393300
1.082002,-0.818313,0.143842,-0.162605,0.093513
-1.078635,-0.504315,-0.210505,0.070005,-0.947841
0.139672,-0.851365,-0.423114,-0.095629,-0.274738
-1.149398,-0.840347,0.072972,0.160968,-1.221105
1.140971,-0.537368,-0.139636,-0.268056,0.852974
-1.073917,1.688156,-0.352244,-0.442287,3.030762
-1.292104,-0.735682,0.072972,-0.060051,-0.444292
-0.314392,0.063083,-0.281375,-0.126267,-0.115593
0.912170,1.583490,-0.706591,-0.272901,0.894391
-0.629288,-0.928487,-0.423114,-0.425472,2.736776
-0.860448,-0.785260,-0.068767,-0.128642,-0.102700
-0.799120,-0.867891,0.002103,-0.227205,0.525702
-1.300359,-0.757717,0.356450,-0.169207,0.132469
0.770644,1.131775,-0.210505,-0.226113,0.517175
-0.819170,-0.438211,-0.423114,-0.212290,0.416902
1.057235,-0.036074,-0.068767,0.128335,-1.130644
-0.886395,1.456789,-0.210505,-0.158995,0.068965
1.322597,-0.922978,-0.564852,-0.448985,3.150508
0.898017,0.547850,-0.423114,-0.262118,0.799440
-1.040894,-0.840347,0.214711,0.079077,-0.979670
-0.966593,-0.812804,0.498188,-0.110877,-0.199703
0.915708,-0.515333,0.072972,-0.151062,0.021649
0.830792,-0.542876,0.072972,0.058272,-0.911896
-0.083232,0.200801,0.072972,-0.048509,-0.499912
-0.586831,-0.922978,-0.139636,-0.302826,1.163492
-0.526682,1.710191,-0.068767,-0.226825,0.517096
1.637493,-0.939504,0.002103,-0.014308,-0.644993
1.219990,-0.933996,0.002103,-0.109309,-0.211323
1.313162,-0.317019,-0.210505,-0.287008,1.012928
-0.703590,-0.752208,-0.068767,-0.118714,-0.162231
1.615085,1.385176,-0.068767,-0.239793,0.614449
0.540663,-0.339054,0.072972,-0.073446,-0.389053
1.913469,0.288940,-0.139636,0.001462,-0.708433
0.984113,-0.383124,0.285580,0.047537,-0.877582
-0.155175,0.151222,-0.210505,-0.082424,-0.346707
-1.108119,0.900409,-0.423114,-0.097957,-0.270657
0.259969,-0.372106,-0.210505,0.099930,-1.049751
0.719930,-0.575929,0.214711,-0.026753,-0.595784
-1.033818,-0.653051,-0.493983,-0.123037,-0.140722
0.368473,-0.724664,0.072972,-0.015733,-0.641028
0.844945,-0.581438,-0.068767,-0.083991,-0.340399
-0.335621,0.999566,-0.139636,-0.303063,1.161173
-1.024383,-0.234388,-0.068767,-0.007326,-0.675554
-1.097505,-0.823821,0.356450,-0.138522,-0.057024
0.473438,-0.531859,-0.352244,-0.270288,0.860157
-0.816811,-0.752208,0.002103,-0.194715,0.286882
-0.914700,-0.917470,0.214711,-0.134722,-0.079224
1.274242,0.173257,-0.210505,-0.247630,0.671007
-0.786147,-0.107687,0.002103,-0.097529,-0.275853
2.051458,-0.906452,-0.068767,-0.055729,-0.473523
-1.099864,-0.818313,0.002103,-0.039531,-0.544595
-1.093967,0.498272,0.002103,-0.216280,0.433863
-0.488941,0.531324,-0.139636,-0.281593,0.957019
-0.141022,-0.333545,-0.210505,0.181441,-1.284196
-0.523144,-0.234388,-0.068767,-0.049554,-0.502057
1.470020,-0.917470,-0.352244,0.120735,-1.116142
0.802487,-0.680595,-0.139636,-0.161037,0.070167
-1.055047,-0.476772,-0.139636,0.093993,-1.035145
0.768285,-0.945013,-0.068767,-0.041431,-0.538108
1.017135,0.134696,0.214711,-0.204975,0.352539
-0.249526,0.035539,-0.706591,-0.102232,-0.254486
0.222229,-0.531859,-0.068767,-0.174480,0.151231
-0.646979,-0.515333,0.002103,0.419893,-1.787899
0.801308,0.916935,0.002103,-0.061951,-0.448964
-0.742510,-0.289475,0.427319,-0.130114,-0.109604
-0.181121,-0.212353,-0.068767,0.065207,-0.944473
-0.810914,-0.911961,-0.281375,-0.223263,0.478303
-1.088070,-0.372106,-0.281375,0.017849,-0.778518
1.797889,-0.394141,-0.068767,0.019417,-0.784461
-0.115076,-0.267440,0.285580,-0.116672,-0.183549
1.278959,-0.697121,0.002103,-0.200700,0.318655
-0.116255,-0.818313,0.002103,-0.037109,-0.560669
0.057115,-0.267440,0.143842,0.109003,-1.085020
-0.119793,-0.911961,0.002103,-0.085796,-0.340229
-1.083352,-0.878909,-0.139636,-0.207113,0.361555
0.313042,-0.933996,0.143842,-0.085131,-0.343737
-0.876960,-0.328036,-0.139636,-0.302113,1.139590
1.402795,-0.564911,-0.068767,-0.240600,0.606598
0.165618,1.974609,-0.210505,-0.304631,1.163759
0.994727,-0.118705,-0.281375,-0.131824,-0.103716
-0.803838,-0.790769,-0.068767,-0.020198,-0.632155
1.056055,-0.300493,-0.281375,-0.056536,-0.477184
-0.221221,0.977531,-0.706591,-0.207113,0.360388
-0.464174,-0.807295,-0.068767,-0.041004,-0.545554
-0.885215,1.677138,-0.281375,-0.235233,0.564289
-0.977208,0.085118,-0.068767,-0.233000,0.547361
-0.604521,-0.245406,0.072972,-0.078006,-0.379346
-0.977208,-0.063618,0.002103,-0.073446,-0.400844
-0.494838,-0.454737,-0.493983,-0.245920,0.645990
-1.010230,-0.812804,-0.352244,-0.212053,0.393689
-0.974849,-0.575929,-0.281375,-0.185642,0.215576
1.207017,-0.911961,0.072972,-0.144554,-0.034255
-0.385155,-0.372106,-0.210505,-0.088789,-0.328450
-0.520785,-0.206844,0.002103,-0.109309,-0.225814
1.418127,-0.278458,-0.281375,-0.146312,-0.024784
-0.963055,2.272080,-0.423114,-0.160942,0.060791
-1.046791,0.476237,-0.423114,-0.160942,0.060791
-0.302598,0.702095,-0.068767,-0.184455,0.206591
-0.622212,-0.223371,-0.068767,-0.125887,-0.139008
-1.298001,-0.878909,-0.281375,-0.264351,0.793868
0.031168,-0.300493,-0.493983,-0.282828,0.954403
1.599752,0.426659,-0.210505,-0.189062,0.235122
1.372131,-0.201336,-0.281375,-0.060004,-0.465084
0.254072,0.613955,-0.068767,-0.323916,1.353226
0.300068,-0.900943,0.285580,-0.046371,-0.526149
0.666858,-0.052600,0.002103,-0.139282,-0.067194
0.215152,-0.162775,-0.281375,-0.137857,-0.075239
0.230484,-0.862382,-0.139636,-0.147927,-0.018440
-1.272054,-0.559403,0.143842,-0.084181,-0.353721
-0.685899,-0.317019,0.002103,0.298482,-1.565139
0.245817,-0.812804,0.072972,-0.065751,-0.440471
1.486531,-0.878909,0.143842,-0.165645,0.085797
-1.105761,-0.945013,0.285580,-0.116339,-0.192605
-0.549090,-0.851365,-0.210505,-0.127027,-0.135915
-0.889933,0.564377,-0.352244,0.059365,-0.931958
-0.816811,-0.928487,-0.281375,-0.118952,-0.179536
-1.138784,-0.867891,0.002103,0.046160,-0.887098
-0.460636,1.770787,-0.210505,-0.296033,1.071867
-1.315692,-0.757717,0.285580,-0.298313,1.093324
1.729485,-0.372106,0.214711,0.126768,-1.143388
-0.926494,-0.030565,0.002103,0.012957,-0.767680
-1.111658,0.553359,-0.352244,0.139735,-1.180734
-1.230776,-0.741190,-0.068767,-0.130114,-0.120268
-0.602163,0.779217,-0.139636,-0.050361,-0.510946
-1.161192,-0.548385,-0.352244,-0.283826,0.958415
-0.243629,-0.829330,-0.139636,-0.120282,-0.173371
-0.993719,-0.548385,0.072972,-0.023761,-0.623931
0.099573,-0.306001,-0.493983,-0.390797,2.161952
-1.177703,-0.928487,0.002103,-0.120092,-0.174665
-0.388694,-0.118705,-0.210505,-0.119427,-0.178201
-0.911162,-0.840347,0.143842,-0.119664,-0.177169
-1.099864,-0.294984,-0.281375,-0.027513,-0.609121
-1.013769,0.277923,-0.139636,-0.174052,0.134805
-0.380438,-0.361089,0.002103,-0.042286,-0.547011
-1.090429,-0.945013,-0.210505,-0.166500,0.088040
-0.959517,-0.686103,0.498188,0.090478,-1.034979
-0.433510,-0.361089,0.214711,-0.229153,0.508931
0.546560,-0.614490,-0.068767,-0.092827,-0.315073
-1.306256,-0.311510,-0.210505,-0.215378,0.408735
0.992368,-0.052600,0.002103,-0.202980,0.322184
0.907452,0.817778,-0.423114,-0.167545,0.093582
-0.617495,-0.845856,-0.564852,0.049105,-0.899499
-0.538476,-0.933996,-0.068767,-0.163792,0.070387
1.924084,-0.680595,0.143842,-0.043236,-0.544192
-0.103282,0.514798,-0.352244,-0.253663,0.697522
1.528989,-0.272949,-0.352244,-0.225875,0.483216
-0.853372,0.283432,0.143842,-0.279456,0.915683
0.521793,-0.884417,0.214711,0.014762,-0.777094
1.199940,0.784725,-0.352244,-0.164885,0.076252
-1.228417,-0.636525,-0.139636,-0.182887,0.187993
0.990010,-0.834839,0.285580,-0.202695,0.318466
1.774302,-0.768734,0.002103,0.273497,-1.515200
-0.468892,-0.614490,-0.423114,-0.194097,0.260194
2.054996,-0.845856,0.285580,0.144771,-1.198012
-0.654056,-0.840347,0.143842,0.031910,-0.840964
0.040603,0.465220,-0.423114,-0.109167,-0.235669
-1.026742,1.357632,-0.423114,-0.071689,-0.419037
1.591497,-0.889926,-0.423114,-0.170015,0.105527
1.000624,0.465220,-0.281375,-0.214285,0.397133
2.031408,-0.895435,0.002103,-0.007231,-0.694923
0.543022,0.041048,-0.706591,-0.100332,-0.281510
1.473558,-0.851365,-0.068767,0.014952,-0.780249
-0.466533,-0.834839,0.569058,-0.105842,-0.254673
-0.937108,1.247458,-0.210505,-0.297933,1.080509
0.212794,-0.911961,-0.139636,-0.156857,0.024577
0.586659,-0.245406,-0.068767,-0.198325,0.285148
-0.994898,-0.933996,-0.068767,-0.231385,0.518809
0.589018,-0.520842,-0.706591,-0.100759,-0.281510
1.788454,0.333010,-0.210505,-0.258033,0.726898
-1.123451,-0.173792,-0.281375,-0.196140,0.269360
-1.211905,-0.713647,-0.493983,-0.097482,-0.298622
0.002863,-0.328036,-0.493983,0.051005,-0.911178
-0.957158,-0.157266,-0.068767,0.014239,-0.779842
-0.511350,0.399115,0.214711,-0.168590,0.092949
-1.290924,-0.752208,-0.210505,-0.043521,-0.548621
1.131536,-0.471263,-0.564852,-0.123512,-0.164970
-0.879318,-0.294984,-0.139636,-0.096389,-0.304665
-0.999616,-0.619999,-0.139636,-0.197470,0.276576
-0.721281,-0.823821,0.072972,0.110333,-1.102288
1.416948,-0.779752,-0.139636,-0.025328,-0.626372
-0.801479,-0.774243,0.002103,0.056515,-0.931505
-0.763739,2.723795,-0.493983,-0.195000,0.258965
0.921605,-0.184810,-0.210505,-0.330851,1.408317
-0.551449,0.586411,-0.352244,-0.054066,-0.504153
-0.326186,-0.807295,0.214711,-0.168875,0.092527
1.546680,-0.906452,0.072972,-0.125602,-0.155583
1.043082,-0.608981,-0.635722,0.097935,-1.065500
1.477096,0.101644,-0.352244,-0.335886,1.462402
-0.654056,0.228345,-0.210505,-0.259268,0.732826
-0.572678,-0.790769,-0.139636,-0.155527,0.011653
1.464123,-0.917470,0.214711,-0.134152,-0.110181
0.867353,-0.911961,0.498188,0.205666,-1.363531
-0.862807,-0.752208,-0.352244,-0.185975,0.198023
1.512478,-0.867891,-0.139636,-0.114867,-0.215146
-1.177703,-0.548385,-0.352244,-0.273661,0.851136
0.393240,-0.878909,-0.210505,-0.282448,0.928168
-0.159893,0.613955,0.072972,0.029060,-0.838553
0.290633,-0.939504,-0.068767,-0.239888,0.575317
0.710495,-0.746699,0.002103,-0.051074,-0.520567
1.223528,-0.317019,-0.210505,-0.207255,0.337598
-0.471251,-0.917470,-0.139636,-0.039674,-0.570344
0.232843,0.019013,0.214711,-0.302873,1.116268
0.195103,-0.851365,-0.139636,-0.138807,-0.087847
-1.142322,-0.757717,0.072972,-0.129734,-0.137976
-0.188198,0.839813,0.143842,-0.051834,-0.518471
-0.841578,-0.449228,-0.210505,-0.221743,0.438204
-1.248466,-0.757717,-0.139636,-0.163555,0.054545
-0.439407,1.203388,0.143842,0.354010,-1.686272
-1.017307,2.393272,-0.706591,-0.050646,-0.524724
-1.188318,-0.939504,-0.139636,0.004074,-0.748372
1.624520,0.030031,-0.423114,-0.128547,-0.145947
-0.562063,-0.774243,0.498188,-0.241598,0.584448
1.205837,-0.162775,-0.493983,-0.298646,1.072637
0.915708,-0.928487,0.072972,0.031767,-0.851270
-1.259081,-0.708138,-0.210505,-0.095724,-0.316259
-0.086771,-0.900943,-0.068767,-0.184217,0.180648
-0.237732,-0.730173,0.002103,-0.099144,-0.299651
-1.220161,-0.763225,0.143842,-0.232003,0.510132
0.070088,-0.261932,0.143842,0.021269,-0.814156
-0.900547,0.905917,0.285580,-0.131729,-0.130346
-1.154116,-0.889926,-0.352244,-0.441575,2.936231
1.123280,-0.702629,-0.493983,-0.216185,0.394725
1.043082,-0.581438,-0.210505,-0.197992,0.269432
1.257730,0.195292,-0.564852,-0.492875,3.998837
-0.612777,-0.939504,0.072972,-0.169730,0.088189
-1.097505,0.007996,-0.352244,-0.353556,1.651818
-0.372182,-0.774243,0.143842,-0.203027,0.302233
-1.182421,-0.058109,-0.068767,-0.190535,0.219009
0.284736,-0.168283,-0.281375,-0.253568,0.675386
1.859218,0.349536,0.072972,0.115843,-1.126639
-0.619853,-0.383124,-0.281375,0.095038,-1.063866
-1.306256,-0.922978,-0.068767,-0.094822,-0.324243
0.300068,0.129188,0.002103,-0.285916,0.949321
0.626758,-0.911961,-0.352244,-0.111779,-0.239126
-0.900547,-0.036074,-0.352244,-0.201412,0.289220
0.951090,0.905917,-0.210505,-0.311946,1.196184
-0.953620,0.195292,-0.068767,-0.209250,0.342470
-0.537296,0.294449,0.002103,-0.160372,0.029124
2.215392,-0.708138,-0.210505,0.070622,-0.987548
-1.108119,-0.873400,-0.493983,-0.136004,-0.110545
1.091437,-0.377615,-0.352244,-0.328096,1.361918
1.194043,-0.322528,-0.068767,-0.033166,-0.604829
-0.314392,0.288940,-0.281375,-0.214190,0.376055
-1.051509,-0.443720,0.072972,0.068437,-0.981218
-0.869883,-0.003022,0.214711,-0.206875,0.324777
1.733023,-0.201336,-0.493983,-0.194145,0.239017
-0.067900,-0.570420,0.923405,-0.195712,0.249282
1.460585,-0.482281,-0.139636,-0.237988,0.549452
-0.767277,-0.807295,0.002103,0.052620,-0.928931
-0.915879,-0.719156,0.002103,-0.308573,1.159757
-0.375720,-0.829330,-0.139636,0.086630,-1.040733
0.763567,-0.267440,0.356450,0.030485,-0.852626
-0.580934,-0.256423,-0.423114,-0.226778,0.463946
-0.738971,-0.917470,-0.281375,-0.236373,0.535390
-1.111658,-0.895435,-0.068767,0.031910,-0.857958
-1.222520,-0.829330,-0.068767,-0.138712,-0.098589
0.092496,1.462298,-0.423114,-0.043759,-0.563062
0.170336,-0.851365,1.065144,-0.078861,-0.405619
-0.904086,-0.581438,0.002103,-0.165692,0.056447
1.953569,0.239362,-0.423114,-0.260788,0.726383
-0.705949,-0.581438,-0.352244,0.014097,-0.794313
-0.789685,-0.553894,0.072972,0.027445,-0.843299
1.139792,-0.537368,-0.210505,-0.207825,0.327112
